FID,RL_Eg_m,RL_Eg_s,RL_Cm_m,RL_Cm_s,RL_Ca_m,RL_Cam_s,RL_Ch_m,RL_Ch_s
0,96.2523333333334,7.07694770755883,105.552666666667,11.7323383378585,108.132,11.6969633027578,108.120333333333,108.120333333333
1,12.256,0.56460852170578,138.251,10.6235991951814,138.251,10.6235991951814,138.251,138.251
2,45.9461572617947,5.19157054343705,22.3259574468085,2.13169081184544,31.6119148936171,3.52231422616286,30.343085106383,30.343085106383
3,7.59555555555555,0.428627629095562,6.60605263157894,0.62824616110671,9.24347368421055,1.01811612778029,6.95963157894736,6.95963157894736
4,6.97817582417583,0.449557392041563,6.12914285714287,0.826441242664327,9.20428571428571,1.02508425825003,6.57335714285714,6.57335714285714
5,8.10868947368421,0.201863907368405,7.60480000000001,0.218917529871148,9.21395000000001,1.01184570425991,7.6313,7.6313
6,51.8580000000002,3.56509175373452,29.9446666666667,1.80358347680451,30.8035,1.94367179701176,29.9298333333334,29.9298333333334
7,5.73956725146198,1.23958541309837,4.72805263157895,1.24827150810039,9.24105263157897,1.02338540041794,5.86610526315789,5.86610526315789
8,9.39385714285712,0.833834104199947,8.50899999999999,0.736492093832473,9.64957142857141,1.00241573545832,8.51842857142857,8.51842857142857
9,24.1933014705882,1.31358013293268,16.2063529411765,0.712796458741458,17.016,1.06728516831373,8.04747058823534,8.04747058823534
10,16.1356896551724,0.780938329774214,10.6321724137931,0.528526360925044,13.6704137931034,1.05869440227319,4.13441379310346,4.13441379310346
11,5.84807527801539,0.580257632904856,4.21191071428572,0.360456399932747,10.3000595238095,1.80752601526112,4.39361904761904,4.39361904761904
12,5.11084848484849,1.26460246945793,3.27018181818183,0.954839928751135,10.3638181818182,1.78119048634321,5.191,5.191
13,8.24463157894736,2.44028115777935,4.3726724137931,1.2123921063952,11.3399655172414,1.89878340242507,6.79594827586209,6.79594827586209
14,3.25148221906117,0.874091990301813,2.24463157894737,0.419238015900968,10.2976052631579,1.80976172693642,3.76071052631579,3.76071052631579
15,4.15477705827937,1.14814555271245,2.88340425531915,0.580397971411452,10.3454468085106,1.81200704162754,3.98587234042554,3.98587234042554
16,11.7030666666666,0.273749192868041,11.7139,0.812833000983285,11.7272,0.854898245998329,11.8046,11.8046
17,11.2333999999999,0.396031919523264,11.4172,0.896408226037512,11.4346,0.938746016813966,11.5516,11.5516
18,10.9503216374269,0.16345978780318,11.1327368421052,0.986095221288235,11.1611052631579,1.02648805120689,11.3171578947368,11.3171578947368
19,11.5149285714285,0.288642571222051,11.5655,0.84434748336966,11.580625,0.886930453871671,11.676875,11.676875
20,12.0542492492492,1.371782711992,8.59099999999995,0.528153465774792,11.1851351351351,1.24158934463508,12.2198648648649,12.2198648648649
21,11.9627,0.18485908926229,12.077,0.717932048613531,12.0862,0.76088665943655,12.1226,12.1226
22,63.9341075433231,4.48784874777308,138.251,10.6235991951814,138.251,10.6235991951814,138.251,138.251
23,10.2468490146461,0.839550176568333,9.09909259259259,0.481909393973362,10.0202530864197,0.880038873572173,7.77612962962963,7.77612962962963
24,21.6132926829268,1.01869336632969,15.0123902439024,0.574098872799917,15.8498292682927,0.905294108223243,14.4001219512195,14.4001219512195
25,58.3192777777778,4.12444855258251,35.8108888888889,2.36041556419834,37.8771111111111,2.49919168830591,31.6431111111111,31.6431111111111
26,6.97201904761903,1.15213010100647,6.20824999999999,1.33638728883873,10.2689722222222,2.60732214541542,8.84447222222222,8.84447222222222
27,43.1441025641026,3.02943890035833,25.6306923076923,1.71005311970264,29.0325384615385,1.86558088936842,25.6776153846154,25.6776153846154
28,7.32626666666667,0.420012996923013,7.07699999999998,0.334771505432792,9.18233333333334,1.0619395484176,4.8205,4.8205
29,7.451,0.71421923042516,6.727,0.558823123432883,9.175,1.06183920746151,6.5585,6.5585
30,7.796,1.22633106781484,7.393,0.630038052777729,9.2485,1.10621944996075,3.8095,3.8095
31,40.6408476190477,2.66256344853905,25.3595333333333,1.48170551509255,26.5264666666666,1.65528229466474,8.46453333333331,8.46453333333331
32,8.57842857142855,0.428643660261808,8.15714285714288,0.485473649394168,9.36950000000001,0.939626823230519,7.49064285714285,7.49064285714285
33,39.1533438735178,2.59865817387664,23.511695652174,1.60970024411276,26.2772173913043,1.6382412375199,4.20669565217392,4.20669565217392
34,6.18747222222219,0.478281762176283,5.82233333333334,0.615066410565113,9.16666666666667,1.06693403018555,1.43733333333333,1.43733333333333
35,7.80719298245613,0.52488764005663,7.13636842105264,0.484406217399692,9.28694736842107,1.0067825519703,4.24815789473684,4.24815789473684
36,8.86168421052631,0.228829243446836,8.36789999999997,0.239921137360075,9.36475000000001,0.894561444327707,7.53784999999998,7.53784999999998
37,36.4743611111111,2.41046735010069,21.5261111111111,1.33825868451397,23.552,1.50608932198144,20.8008888888889,20.8008888888889
38,5.42196363636364,2.79862915199918,0,0,10.1064545454545,1.50372364911645,5.91818181818182,5.91818181818182
39,5.17781286549707,1.12264113468025,4.43636842105264,1.08955106497366,9.20015789473684,1.04891365827784,4.5266842105263,4.5266842105263
40,7.08835327635326,0.720039883640656,5.95003703703704,0.664664953971088,9.32088888888888,0.992493915217494,3.6687037037037,3.6687037037037
41,9.26563448275862,3.01602376531988,4.1249,1.58125946087089,10.7611666666667,1.69614628430844,5.74443333333333,5.74443333333333
42,8.81118300653596,5.58551063416628,1.77894444444445,0.735270422917337,12.7915555555556,5.46831188118342,9.70416666666667,9.70416666666667
43,4.13282142857146,1.29157982032036,3.903375,1.24513235801017,9.207625,1.06175140707485,4.09725,4.09725
44,5.02396190476191,0.798280774515711,4.66406666666666,0.796079479759184,9.20186666666667,1.05870236591238,4.62753333333333,4.62753333333333
45,4.67713186813187,0.633399590364694,4.21778571428571,0.89619951832048,9.17528571428572,1.06216714116492,4.483,4.483
46,5.23653333333333,1.50150881888107,4.47416666666667,1.28718708842212,9.27566666666667,1.07149448611138,4.83299999999999,4.83299999999999
47,12.178,0.456644856014525,138.251,10.6235991951814,138.251,10.6235991951814,138.251,138.251
48,5.764,1.97742615897895,6.6285,2.574366934824,9.5985,1.4897204492847,6.596,6.596
49,2.33566666666665,1.39984512244046,0.543285714285714,0.420661817292456,9.22,1.07520332246213,3.77685714285715,3.77685714285715
50,8.24666666666666,0.952069489510123,7.80730000000001,1.7481512356609,9.792,1.48120557991454,7.8595,7.8595
