FID,RL_Eg_m,RL_Eg_s,RL_Cm_m,RL_Cm_s,RL_Ca_m,RL_Cam_s,RL_Ch_m,RL_Ch_s,RL_Eg_d,RL_Cm_d,RL_Ca_d,RL_Ch_d
247,9.19533333333333,5.60434635183842,55.00175,51.1803452232854,77.03425,56.3281012855211,76.96125,76.96125,-0.143265318798721,-7.72642984401516e-05,-3.89422000395927e-05,-2.59864285876095e-05
248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,10.1241666666667,4.78297775258648,276.042,21.2540342045921,276.042,21.2540342045921,276.042,276.042,-0.280008059832404,0,0,0
250,8.78500000000001,6.43248151844619,17.7236666666667,4.76342513290326,50.3203333333333,46.3082781039662,50.0626666666667,50.0626666666667,-0.091081528489828,-0.000732944935024711,-5.96144929495693e-05,-5.99213033509399e-05
251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,12.4765906432749,4.23748211453098,13.1677368421052,4.31173989035117,16.7154210526316,4.16873102380326,13.9424736842105,13.9424736842105,-0.17699668752969,-0.11135303709443,-0.0313565576943937,-0.0806500870946256
253,5.81196190476192,3.01414740556113,8.37420000000001,4.88416881573273,15.2355333333333,3.91336323307922,10.0438,10.0438,-0.260690951871675,-0.135176630158804,-0.0297527818999146,-0.119603328545499
254,49.1600474898236,9.11530245080678,30.6767014925373,7.1947538318099,35.9221940298507,6.49768550115138,31.8428656716417,31.8428656716417,-0.0221167800361425,-0.0375585271606077,-0.0104054366313311,-0.0332303941668339
255,143.013033402562,10.850872136395,87.3785277777776,6.59898439313665,95.2438703703703,7.07321244737866,64.8826574074075,64.8826574074075,-0.00535599508416227,-0.0104554143566179,-0.00325737886039717,-0.0281664630025807
256,41.4733686868686,3.5582405963793,25.0399111111111,2.67415110142434,32.4714666666666,3.75696671790066,21.3205555555555,21.3205555555555,-0.064616337442138,-0.103965927033878,-0.0111672186431255,-0.0861217767512696
257,8.85445003494058,2.86645777955482,9.04333333333334,3.12924698605451,15.4615,3.57852162928719,8.27240740740742,8.27240740740742,-0.310256975429482,-0.275055520554488,-0.0205826149228902,-0.325111572525884
258,6.56587719298245,1.04036799071793,6.86478947368419,1.63859655807052,14.8898421052632,3.81147877444049,6.34121052631576,6.34121052631576,-0.425702408651006,-0.400011039969823,-0.0285387579025283,-0.438810016107076
259,7.82285000000001,1.7715597651509,7.59868,1.76089426321009,15.0332,3.68144313871389,6.97796,6.97796,-0.358097037994666,-0.360604367494212,-0.0251121239082672,-0.407029351280614
260,7.79452100840334,2.08447512262791,7.49354285714287,1.89872292875732,15.1088857142857,3.6756324308652,6.10100000000002,6.10100000000002,-0.338161212233215,-0.343293821893043,-0.0257432053931919,-0.417045684228972
261,16.3555313283208,2.23724830157879,11.5185438596492,2.09721200425067,19.6035614035088,3.70170284953532,4.14394736842106,4.14394736842106,-0.162677890774582,-0.213916951808782,-0.0205702485224519,-0.403213784903719
262,25.4238680241327,3.7480281111319,12.9673461538461,1.67343862901211,25.0676153846154,3.74940225130542,17.0129230769231,17.0129230769231,-0.0265043564049359,-0.0407962662003547,-0.0169280869290942,-0.114431805000391
263,9.62315258215965,4.44739463407022,6.94123611111111,3.19673569859158,16.0598611111111,4.0803894175985,8.75488888888889,8.75488888888889,-0.168480006510074,-0.201819096531031,-0.0265849531558083,-0.202816659121956
264,7.50350378787881,2.37206022217675,7.06472727272727,2.40787569491205,15.0241212121212,3.74608758361597,7.46193939393939,7.46193939393939,-0.326861420873101,-0.323358941623294,-0.0274047307899889,-0.308711153654359
265,13.5738033707865,2.92521903984351,9.56792134831462,2.57710857371354,17.9944606741573,3.67112627269025,10.1549662921349,10.1549662921349,-0.148362420997449,-0.188518645983807,-0.0218490423192858,-0.201294483492307
266,76.7667698412698,5.91271729337857,46.246,3.72879688257455,52.5478214285715,4.40166303723498,44.3908928571428,44.3908928571428,-0.0295088082664422,-0.0577781141159397,-0.00615958034608136,-0.0527828307624747
267,115.239834782609,8.67838602596654,54.7567857142857,4.18812466622622,75.0461285714286,5.64124389885775,71.1437571428571,71.1437571428571,-0.00457513681485089,-0.0114010727900014,-0.00390249174680512,-0.0200067614738435
268,7.65436491935483,2.22200811944759,7.466125,2.05741121169761,15.00496875,3.74587247287518,7.631625,7.631625,-0.334946612812162,-0.334666325064329,-0.0274551663513694,-0.328327667579788
269,10.2672869666862,3.05102422585736,9.17650847457627,2.36685719636719,15.7988983050848,3.68181038893814,9.12662711864406,9.12662711864406,-0.265554939958654,-0.292380280290089,-0.0219422546883308,-0.297693545713207
270,11.8770676923077,8.91521220744445,9.85942307692308,5.51878326862937,17.1235769230769,5.95182837397398,9.53330769230769,9.53330769230769,-0.237735089765902,-0.284448203495036,-0.0223027917988742,-0.300398536833631
271,8.02994982078852,2.06817154725073,7.36977777777778,1.55520891052624,15.0430952380953,3.71589841987798,7.37796825396826,7.37796825396826,-0.356306660839967,-0.387709780060542,-0.0271135077928175,-0.388125894225727
272,10.110865497076,3.34004671377698,9.26805263157895,2.75203397631575,15.5146842105263,3.4869091911681,9.20563157894738,9.20563157894738,-0.248665904239529,-0.282336878918516,-0.0206515058327926,-0.287164585509234
273,8.18718846153846,3.05295135614278,7.74355,2.20248992264649,15.236425,3.92765073353775,7.76077499999999,7.76077499999999,-0.361649150500799,-0.370226764884684,-0.0267390183024298,-0.369822719438743
274,7.88838888888888,2.11559959725564,7.69437837837838,1.88993625004296,15.0245135135135,3.68340584498466,7.57637837837838,7.57637837837838,-0.362970346887709,-0.369760028295209,-0.0252820316739213,-0.379183424044042
275,64.9994657534247,4.8713857307053,38.2871506849316,3.27846640841126,44.0854383561645,3.83400046153949,38.0065616438357,38.0065616438357,-0.0339062554217795,-0.060220983887972,-0.00505627912291816,-0.0654540775612672
276,38.188410961031,5.41891942663984,23.3875877192982,3.29969444904591,29.8590438596492,4.15397500880709,22.6723245614035,22.6723245614035,-0.078338616503185,-0.138306997374597,-0.0103016198918395,-0.150154324875996
277,6.56244581280784,1.91054649262495,6.48955172413794,1.8363758301034,14.98,3.67602285896542,6.10255172413794,6.10255172413794,-0.359844297337402,-0.349231652329071,-0.0224330485238131,-0.378916559059135
278,7.57675413595414,3.30000451687105,5.80446846846847,2.6398482368913,15.4520900900901,3.60302643607238,5.12461261261261,5.12461261261261,-0.211319226298218,-0.247561244790756,-0.019323284796555,-0.269045134688881
279,7.51207657657657,2.08956834589945,6.62637837837837,1.47768062250469,15.0327027027027,3.70263821666535,6.82135135135134,6.82135135135134,-0.345527076275887,-0.383038956446523,-0.0251182649401836,-0.373894535317006
280,7.30398892580287,1.87010904421967,7.12774418604651,1.74367615223831,15.0023720930233,3.65291086906167,6.13265116279073,6.13265116279073,-0.349519321882809,-0.349445795965175,-0.0222971928422148,-0.389643304455639
281,9.21405471956225,3.53271975361687,7.84253488372094,2.4059447990794,15.8710348837209,3.90138677995059,7.55667441860466,7.55667441860466,-0.293360517494984,-0.323296698484364,-0.0214948540800435,-0.343642500669723
282,6.92732967032967,1.52311935074269,7.139,1.63889823857859,14.9532857142857,3.71375924669819,4.66171428571429,4.66171428571429,-0.393202262103953,-0.369489515207361,-0.024173549859926,-0.419431743354773
283,7.75005365402408,1.91189899858535,7.49287234042552,1.68641822260716,15.0117234042553,3.68234471562072,7.06082978723403,7.06082978723403,-0.358440053160035,-0.359334238046536,-0.0238533354017053,-0.393597912527359
284,8.35307720782654,2.51534689215488,7.93046774193548,2.01176778309502,15.1287258064516,3.62424875660562,7.51224193548387,7.51224193548387,-0.3382098712328,-0.357965867219972,-0.0233017028012086,-0.391329404892481
285,8.70897368421052,2.40222916110789,8.0881,1.99246036053124,15.18335,3.59052393664763,6.83429999999999,6.83429999999999,-0.318939892147166,-0.346661658447534,-0.023321261554494,-0.38599273178116
286,9.79818253968255,3.65654981061878,8.85685714285714,2.82639592812365,15.8447857142857,3.82421727352174,8.15317857142858,8.15317857142858,-0.284936337137055,-0.299439816368023,-0.0208237233744371,-0.331036928188422
287,9.20665151515152,3.15508614627231,8.48858333333334,2.35531177175195,15.36425,3.60328265074209,7.97983333333333,7.97983333333333,-0.291711835104505,-0.317903012044596,-0.0224023839365427,-0.355169325554754
288,8.65367613636363,2.99471274144047,7.55448484848489,2.15639290845767,15.2682424242424,3.66349848172825,7.60048484848489,7.60048484848489,-0.302079506632995,-0.342826790178502,-0.0235312813687527,-0.342654740140176
289,6.88931313131314,2.27142311970738,6.23357777777778,1.79870975382548,15.0854,3.67479342946218,6.47873333333334,6.47873333333334,-0.325169775506543,-0.354415463966684,-0.0237994917947406,-0.345735226797173
290,5.98553197013956,2.6812365198863,4.4687341772152,1.96398685786083,15.0183164556962,3.69637812337149,4.66453164556963,4.66453164556963,-0.283641468011393,-0.310151441146093,-0.0234650472991081,-0.313996045926735
291,6.79531578947369,2.51086927006751,5.34271929824562,1.96560667888559,15.0557719298246,3.6952380223698,6.38240350877194,6.38240350877194,-0.263728107436026,-0.299570130379993,-0.0241167995359137,-0.310862622245613
292,10.371448948949,3.28816453405038,8.94851351351353,2.46855288390397,15.5141891891892,3.50890217588689,8.91543243243246,8.91543243243246,-0.241070800693525,-0.302095431687641,-0.0220122839425823,-0.304741410179312
293,38.9835391304348,3.78113529518124,21.8279782608695,2.61964609090184,32.0080652173913,3.78571631005426,24.1524130434783,24.1524130434783,-0.0370683214076427,-0.0608294103275356,-0.0104055978663814,-0.0923008923455489
294,22.0682762923351,2.14986892023974,13.5617941176471,1.65757017574021,22.606794117647,3.72138889048182,14.3066176470589,14.3066176470589,-0.133431304061947,-0.193316666668768,-0.0161560979618252,-0.189375431237001
295,6.81135864135864,2.98819072371386,3.83955128205128,1.95161662617147,15.3458205128205,3.51232876743198,5.20061538461538,5.20061538461538,-0.173156562862215,-0.218024204583956,-0.0175337509495277,-0.178073198748337
296,8.92579487179486,3.09362332247203,7.80353846153846,2.99236340698611,15.4620769230769,3.40564366452458,7.76938461538462,7.76938461538462,-0.207563190667059,-0.233710513231567,-0.0153810734466968,-0.238065781461054
297,6.29775817923187,2.88656698199287,5.03844736842105,2.47387118761645,15.2190526315789,3.48758549779141,4.79613157894737,4.79613157894737,-0.219816170631551,-0.243003771923479,-0.0149044243139738,-0.256261987330697
298,8.86749657947686,2.60369442984556,7.55980281690142,2.22239646897387,15.2555352112676,3.53407942198304,7.97380281690141,7.97380281690141,-0.274146790743916,-0.309057814433478,-0.0194286821301809,-0.297212884414902
299,26.55648,3.96938802207654,13.9841923076923,2.48581158935638,25.3531153846154,3.44825103022039,17.3513846153846,17.3513846153846,-0.0282927896866308,-0.0463964708355627,-0.00891282481678838,-0.0384278452192859
300,40.3974992319508,3.19159268129081,23.4547142857143,1.96395917519042,31.660619047619,3.66254316642519,23.4398571428571,23.4398571428571,-0.0740984768935941,-0.130631725147715,-0.00882143501245188,-0.128205446101621
301,3.37628888888889,2.20478573064415,1.34772222222223,0.78314148878453,15.0279444444444,3.66655270034175,4.68344444444445,4.68344444444445,-0.182375968482182,-0.281821276897749,-0.0205767127905309,-0.300142790728564
302,56.9152485481998,4.80447727739947,33.9972857142857,3.1833071908675,40.5432142857142,3.7778771236428,33.5711666666667,33.5711666666667,-0.0469747026829246,-0.0875066621132622,-0.00602868528744984,-0.0822451452918065
303,31.0217233201581,4.02011132593184,18.3187391304348,3.47522211316682,25.3093913043478,3.15379874591032,18.0954347826087,18.0954347826087,-0.0424682651544175,-0.0696137403655048,-0.00941717008423436,-0.0716129190546563
304,19.7843919485603,4.24530086066487,10.1848095238095,2.32877346175342,19.1298979591837,3.45349121860318,13.0406394557823,13.0406394557823,-0.0367621743271088,-0.0678732947078948,-0.0202329690205274,-0.0513819479220056
305,8.66960432495616,2.88992302585404,8.56010169491525,2.48539663040518,12.8220508474576,3.46432914298587,8.34355932203389,8.34355932203389,-0.319061374134242,-0.310730068159608,-0.0819118053871722,-0.32716174259138
306,100.467706521739,7.59039973005927,65.1928750000001,5.52411608274559,70.1420416666667,5.30587650145691,63.679375,63.679375,-0.0199475341893668,-0.0238681828487641,-0.0022327249794924,-0.0342141000597573
307,23.9087939465409,3.58756966774219,15.23399375,2.84947619811556,20.16105,3.3181274805004,14.8750625,14.8750625,-0.0854714117855896,-0.140952817304728,-0.0333642183591298,-0.14749066004721
308,4.48673684210528,2.63231832824635,2.7692,1.54387496576307,14.3195,2.81071340763513,3.77730000000001,3.77730000000001,-0.173461730151343,-0.202671964527367,-0.00942874140483481,-0.248223703851126
310,5.00789189189187,3.17788472078154,2.54463157894737,1.43337841345865,15.0316315789474,3.61771304537876,5.51692105263158,5.51692105263158,-0.119862779971332,-0.178997775454618,-0.0190218418045721,-0.243630263029541
311,6.20722857142858,3.31605006256015,5.55776190476191,2.56836841486973,15.1020476190476,3.57871527370738,6.41233333333333,6.41233333333333,-0.189653821898456,-0.223259683223188,-0.0183944832014758,-0.23435696538188
312,7.61378095238096,1.89995224765008,6.80960000000001,1.37496445632061,14.2927333333333,2.88078490567829,2.45040000000002,2.45040000000002,-0.333092246172492,-0.3738337235101,-0.0148377906442428,-0.439993905657046
313,7.77500229885057,2.85439634413946,6.3759,1.82398967940413,14.6239,2.98565191403758,6.39116666666666,6.39116666666666,-0.292129641448934,-0.339583815256669,-0.012341315494258,-0.340398303318062
314,8.72995906432749,3.79932549882907,5.47278947368422,3.1592882402984,9.58699999999999,5.64896317905283,17.5646842105263,17.5646842105263,-0.0844722058722726,-0.124729589808818,-0.0427560184614303,-0.00802546748515116
315,7.18204545454546,2.13754769566529,6.19775000000001,1.5529388450794,14.3031666666667,2.90979690035829,6.13125000000002,6.13125000000002,-0.335826008734874,-0.373938297078967,-0.0135803817250663,-0.379417669001819
316,6.42913888888885,2.69101707525019,5.79833333333336,2.16727979997069,14.2875555555556,2.97001632941589,5.69133333333335,5.69133333333335,-0.346281598652085,-0.350650158668602,-0.0135023168758633,-0.358971791873394
317,14.6685473684211,8.31114818441212,5.1627,1.98138198855864,18.14935,5.69727136254527,10.8331,10.8331,-0.104191844658258,-0.298155222338532,-0.00804523257116708,-0.169390485610337
318,26.0427568940494,2.70723789598715,15.0752641509434,1.93692523567169,24.2348679245284,2.79595167215306,14.4092075471698,14.4092075471698,-0.0721510873545802,-0.116048205329618,-0.00522153982022017,-0.121843410373398
319,3.07957142857143,0.485084861850186,4.78885714285714,2.48787591889391,14.2431428571429,2.84525338304914,0,0,-0.48474659993834,-0.342667215732009,-0.00902494782010239,NaN
320,5.12833333333333,2.18135533301353,4.98683333333333,2.0225673112479,14.2768333333333,2.85911000799473,4.64683333333333,4.64683333333333,-0.387656817184128,-0.374469508482659,-0.00949330496299954,-0.403449087446773
321,5.38913333333337,2.58680070703137,5.72700000000001,2.75432015236499,14.3783333333333,2.80512613290569,2.96416666666667,2.96416666666667,-0.352262438014422,-0.307817819241697,-0.00853895394744722,-0.322759986316045
322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
323,NaN,NaN,6.893,4.0273776543516,14.526,2.91922007492512,6.441,6.441,NaN,-0.283620868842237,-0.00799016594960056,-0.320139328689044
324,7.80807352941175,3.90098878164292,6.00988235294116,3.06876291102358,14.6944705882353,2.64204210607941,3.47199999999999,3.47199999999999,-0.122445488461449,-0.157342570817283,-0.00771800483600627,-0.213118250908404
325,8.3516342780027,3.71532084417701,5.9078717948718,2.86095008078668,14.8122564102564,2.69145998551569,2.89710256410257,2.89710256410257,-0.077253895299789,-0.127969600972043,-0.00710368143570171,-0.201047949716834
326,9.77780952380953,3.46989316555266,3.82828571428572,2.08620025763628,14.9411428571429,2.66439655370404,2.25704761904762,2.25704761904762,-0.045937939101029,-0.127025148773934,-0.00766004819971983,-0.133681824845294
327,4.85265714285713,2.45186097666967,4.26806666666667,2.13869088588605,14.25,2.83872791121863,3.05766666666669,3.05766666666669,-0.278166889095268,-0.282187265261529,-0.00959132610508729,-0.339320954729879
328,6.86934621848739,2.91242219154971,5.86291428571428,2.22785873316579,14.4210285714286,2.79392119279516,5.56165714285714,5.56165714285714,-0.225519098356915,-0.25699905858033,-0.00913058244248503,-0.279538094253224
329,5.45899999999999,2.08337159791353,5.477,2.13580374979951,14.253,2.83710506769932,5.169,5.169,-0.380058295779988,-0.357894428324394,-0.00924509940219651,-0.386450636517404
330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
331,86.3684761904763,12.4684729364152,39.9702857142857,3.09589715453152,54.637,8.05697460075853,45.1068571428572,45.1068571428572,-0.00252978269165233,-0.00347972888769541,-0.0020352834654621,-0.00623800081830342
332,10.0693163545568,4.3072826397698,2.43317777777778,1.2527162151475,15.7680111111111,3.14806874144688,3.71321111111111,3.71321111111111,-0.0580764913565088,-0.186149535079054,-0.00829009968081983,-0.130257469966883
333,6.61922380952381,2.52598545104548,5.73709523809524,2.17224529517537,14.4170476190476,2.77745434819088,5.24909523809524,5.24909523809524,-0.277297664335585,-0.29403664616368,-0.00901761954187951,-0.320346266971344
334,6.24732727272725,3.06357434474541,5.13563636363637,2.57558563765877,14.3772727272727,2.80296795497725,1.46272727272726,1.46272727272726,-0.224502001925466,-0.236161064403861,-0.00912867230305646,-0.401502752566589
335,4.78583333333334,2.07929889639927,4.38975,1.58059505194032,14.21075,2.86028025561144,1.8015,1.8015,-0.346435724674683,-0.362024488609527,-0.0100660037268594,-0.403674280039722
336,NaN,NaN,6.353,3.28682129027336,14.368,2.89256684329731,5.053,5.053,NaN,-0.315851819944002,-0.00889839277091812,-0.424684048730502
337,6.74195555555556,2.65868336164056,5.72049999999999,2.16177311783938,14.3524,2.81191769458516,2.4696,2.4696,-0.249619106040009,-0.289643611076619,-0.00944835154217229,-0.31394282856905
338,6.68007619047619,3.00536822743751,5.25593333333331,2.41310428956403,14.3810666666667,2.78320378480488,1.07760000000001,1.07760000000001,-0.242219168365802,-0.258948377648755,-0.00941377442057375,-0.306861063399034
339,7.73454572380599,2.84076383159107,3.3702972972973,1.77644154640574,14.4740945945946,2.69825514364905,5.27641891891892,5.27641891891892,-0.103068589617218,-0.200444977344651,-0.00818944243347302,-0.174290294206661
340,8.87806432748539,6.58765655347323,5.72394736842105,4.02935835267533,15.8536842105263,4.0473934990953,0.918894736842101,0.918894736842101,-0.147418639328003,-0.185910727523244,-0.00812349557060422,-0.270809839980199
341,8.0961785714286,3.05903086814276,5.679875,2.40927171559676,14.730125,2.743621797906,2.886,2.886,-0.15381485628736,-0.198875156473139,-0.00821431276669164,-0.109431051108968
342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343,4.0874696969697,1.70477460575012,4.7165,2.45622105743643,14.2344166666667,2.86576129555145,4.43891666666667,4.43891666666667,-0.370126337556178,-0.308954604268078,-0.0101354875325656,-0.345163748999549
344,3.51264285714288,2.61957179634232,3.925125,2.7651445049958,14.258625,2.82842225575176,4.388375,4.388375,-0.190288800348741,-0.204050594408253,-0.00951678027178396,-0.221833093206251
345,5.27117857142857,2.96633102004577,5.309625,3.14188250258265,14.439375,2.74191691025051,5.71875,5.71875,-0.148701650776841,-0.159753130378019,-0.00808882248383517,-0.162655343448579
346,4.93733333333334,3.30082001116075,5.609,3.24937766857145,14.3843333333333,2.83991739271834,5.576,5.576,-0.299171989590734,-0.257839721242978,-0.0090704509966014,-0.27512241627053
347,3.46168181818181,2.29393784716773,1.88041666666666,0.918238009988384,14.2703333333333,2.82360651539016,2.00141666666666,2.00141666666666,-0.172904757933598,-0.264312728221178,-0.0095548769202298,-0.203838758894629
348,15.7329177489178,6.86534766949426,5.36454545454545,3.08174920619856,17.9022272727273,3.94043440526901,9.9929090909091,9.9929090909091,-0.0228419155560029,-0.079500518673115,-0.00551218083248016,-0.052764013982837
349,8.53880476190476,3.86554820621438,6.92400000000001,3.1226060504164,14.9632857142857,2.79209220941752,6.38295238095241,6.38295238095241,-0.18547023268195,-0.211312526445981,-0.00767386999895815,-0.213026783925733
350,19.7392456140351,15.5284640597744,13.0607894736842,9.45421331434619,20.642052631579,8.72244194340439,13.7612631578947,13.7612631578947,-0.0379799183197643,-0.0683858227604701,-0.00461401411661005,-0.0650279457509264
351,30.9628095238095,26.9514231813365,19.9254285714286,16.1639153747437,26.381,16.1437411322497,21.9154285714286,21.9154285714286,-0.0285713005145112,-0.0568864907378157,-0.00271103694419042,-0.0468592730719907
352,11.4331809523809,4.28589831493919,8.0978,3.42384613070903,15.9155333333334,3.17488035167779,10.151,10.151,-0.179842647949323,-0.20240198048552,-0.00611568596304003,-0.164623006402555
353,36.3454864864865,4.95391670768569,17.6954473684211,2.05086499607731,29.3763421052632,3.40743363179139,21.1280789473684,21.1280789473684,-0.0483850009043068,-0.0836347332827037,-0.00376877246770494,-0.0672840108442776
354,7.76580952380954,2.86198220380187,8.71271428571428,3.84250757134771,14.9252857142857,2.82578050528265,8.94699999999999,8.94699999999999,-0.31654757657386,-0.235113374193618,-0.0066743361311024,-0.217860978540386
355,7.82562689075631,3.9507215878307,5.44111428571428,2.26794758823869,15.5511714285714,3.07364986657195,6.29614285714286,6.29614285714286,-0.20979556924543,-0.270893393814166,-0.00734427832091441,-0.218256122078996
356,8.02089230769229,2.86148871723484,6.784,2.36132541754626,14.6972307692308,2.59266649925923,7.27784615384615,7.27784615384615,-0.229425830144113,-0.268486492312868,-0.00681997754220335,-0.231783562570624
357,10.7116928104575,3.31081841820285,10.5428888888889,3.58031365326172,15.3871111111111,2.4620784460937,10.6885555555556,10.6885555555556,-0.153619001496804,-0.136654383293758,-0.00496497215699878,-0.127053122584267
358,8.22970175438597,2.72442644452773,8.87057894736842,3.50438492896412,14.8268947368421,2.63181047345672,9.08352631578947,9.08352631578947,-0.272110497319714,-0.222894371558059,-0.0063840068304452,-0.207017914601338
359,18.0977537810043,6.03644215764221,8.64986206896552,3.64191936172114,18.2941724137931,3.51175791694283,12.953224137931,12.953224137931,-0.0177830154341572,-0.0692913181292335,-0.00406797097080057,-0.0663217560680303
360,9.70299914965987,4.03796234103744,3.89420408163265,1.98281704740843,15.261,2.92748649991673,9.06934693877551,9.06934693877551,-0.0655110370503972,-0.200542981895631,-0.00587999127756908,-0.112295876106079
361,6.49763460375076,2.96230525515678,3.92710344827587,1.81999324184752,14.6276206896552,2.64394571607363,5.81908620689655,5.81908620689655,-0.219556207658985,-0.282316279690627,-0.00666902392762066,-0.228654160824209
362,11.4224696969697,3.49001041091663,10.15875,3.45343161292981,15.6031666666667,2.52078909931767,10.69875,10.69875,-0.107763191498504,-0.108516644272076,-0.00447681837611176,-0.0941962522137515
363,30.9213468599034,4.10158830122634,16.6898043478261,2.6538604379807,26.486,2.67491830181423,19.3007608695652,19.3007608695652,-0.0323071225968531,-0.0542272867275446,-0.00317858752918164,-0.0575140072154972
364,11.9888714285714,6.7279758287635,7.78000000000001,4.44764230932309,16.4645238095238,3.58123824780884,10.0963333333333,10.0963333333333,-0.0477767641559093,-0.067503010725998,-0.00428231608013996,-0.0759270236006927
365,6.33951746031746,3.38553787933341,4.03825000000001,2.42695136446679,14.836,2.60296004693584,4.54861111111111,4.54861111111111,-0.117760404962909,-0.154263674135519,-0.00601309816927137,-0.203027279589285
366,4.37513495276653,2.75346052759386,1.64628205128206,1.07918150900408,14.672358974359,2.64417325737226,4.6908717948718,4.6908717948718,-0.121811530958142,-0.225895516057065,-0.00661938944463835,-0.231421381439979
367,66.5195514705883,5.34560749008652,39.1354117647058,4.35294865453045,45.7767058823529,3.35468311859135,38.8113529411765,38.8113529411765,-0.0199553367918732,-0.0276916331750102,-0.0015626964597251,-0.0315732771292447
368,85.5916791443852,6.49771206169824,50.2489117647059,4.11343677287043,54.8302352941177,3.9007757825444,50.2754411764706,50.2754411764706,-0.00743678273747078,-0.0162278416133993,-0.00102350415680004,-0.0177446279117913
369,7.82410252100841,2.95794917353836,1.7696,0.852388695444029,14.5298571428571,2.68814418511662,5.24225714285715,5.24225714285715,-0.0611549710887986,-0.189934343013163,-0.00791258698131397,-0.12903608623629
370,8.22515472723743,3.22349921275252,6.13154901960785,2.50640283069756,14.5481078431373,2.70970917886093,7.00507843137254,7.00507843137254,-0.188875636011586,-0.258223178961615,-0.00877330680931456,-0.235731972770313
371,7.15249473684211,2.29366488581364,4.1618,1.4458738919115,14.4974,2.74202789135285,4.32905,4.32905,-0.185578897283633,-0.277509179129739,-0.0091177515925313,-0.281497402532738
372,7.52223333333334,3.58192818416608,2.59947619047618,1.86828609684161,14.6978571428572,2.7510722043518,7.13685714285714,7.13685714285714,-0.0883862035837068,-0.173870274500367,-0.00884049221656702,-0.18632970493632
373,9.91872527472528,7.43574357924347,5.16421428571429,3.24871891330088,15.8826428571429,4.72166154179501,8.67999999999999,8.67999999999999,-0.065171527739889,-0.142218161982455,-0.00826015012851993,-0.152775163252763
374,30.0342579178991,4.23488477303547,15.6916706586826,2.6826929703475,25.0088203592814,2.75359512668801,18.7790479041916,18.7790479041916,-0.030724547076774,-0.0567879718530731,-0.00446343652870461,-0.0683332942099376
375,4.92003208556153,1.66627665931538,5.04988235294118,1.73220067846389,14.1542941176471,2.95594266051241,5.23552941176472,5.23552941176472,-0.377094049784709,-0.355838854675236,-0.012737586037764,-0.372727561041791
376,8.3704661392405,2.36509000474244,8.0275,1.93064048574177,15.157275,3.63251359831136,7.84108750000001,7.84108750000001,-0.341643456579605,-0.346944918434214,-0.024535790881052,-0.36330649008451
377,86.7951997264022,6.53084675376757,49.0088139534883,3.75175551278004,57.3185465116279,4.07122057893723,51.8997674418604,51.8997674418604,-0.00889256124388844,-0.0216757115611862,-0.00151411724422843,-0.0241205151188385
378,7.41762698412699,3.30545665426006,3.98964285714285,1.73219672092109,14.6301428571428,2.65721940724577,8.10678571428571,8.10678571428571,-0.12534941721164,-0.238316673731846,-0.00741692007392719,-0.165002115175926
379,5.23127666666665,2.42410045167041,4.62115999999998,1.99557916169482,14.42056,2.78888335302082,7.18223999999999,7.18223999999999,-0.290127949345427,-0.3154567216534,-0.00870272960495396,-0.211557292467123
380,3.89516666666667,2.09622377773665,3.9185,1.62083616070836,14.31225,2.82037532155819,6.45425,6.45425,-0.403922668822489,-0.396294727111659,-0.00910428385980088,-0.259239068059222
381,4.71727,2.38248786541762,3.60879999999999,1.73669971091317,14.41848,2.77933704397362,7.10815999999998,7.10815999999998,-0.237315045619826,-0.288171432178253,-0.00878302571661124,-0.206653779359176
382,5.43373333333333,1.85382201934618,4.6325625,1.43165805873501,14.40675,2.77657157745388,6.8883125,6.8883125,-0.32316845946739,-0.355520002782391,-0.00890450126623642,-0.236000776386752
383,173.559742424242,13.1943612465957,117.887833333333,8.92050039513042,123.4075,8.97763966676144,119.191333333333,119.191333333333,-0.00620011021485569,-0.0109382723503115,-0.000583767222134621,-0.00935721280854721
384,4.52569999999999,1.54823335984486,4.659,1.68095943574633,14.3352,2.84579329880081,6.58199999999999,6.58199999999999,-0.452717246716801,-0.415080600612678,-0.00921996599532767,-0.269332386048269
385,5.6632,2.61435663608096,5.1402,1.86249640344696,14.3974,2.81488131131613,6.9304,6.9304,-0.336512213695733,-0.355412319422138,-0.00886673734355881,-0.242744755244753
386,140.6555,10.6124310807394,72.7435,5.5123469338131,79.79025,5.68729177423009,74.13425,74.13425,-0.00991686865103558,-0.0267256258278589,-0.00119233152449435,-0.0220304270538921
387,4.64964285714288,1.48113123815636,4.25075,1.25687526148099,14.274625,2.83475220335558,6.02275,6.02275,-0.389730560815999,-0.407364807166135,-0.00952339650461859,-0.30062560782663
388,46.876,4.05437371648031,24.968923076923,2.47689154016903,34.4732307692307,3.06595304787278,25.1424615384615,25.1424615384615,-0.0336960348123994,-0.0594173879513705,-0.00359296348355576,-0.0569355280712792
