FID,RL_Eg_m,RL_Eg_s,RL_Cm_m,RL_Cm_s,RL_Ca_m,RL_Ca_s,RL_Ch_m,RL_Ch_s,RL_Cm_n,RL_Ca_n,RL_Ch_n,Node_den
124,5.256,4.93424875850526,4.5375,2.957463497719,14.6165,2.6628496988224,1.525,1.525,9.075,29.233,3.05,27.1966418151376
125,2.205,2.67863669410081,0,0,14.492,2.61335811565133,2.942,2.942,0,57.968,11.768,63.8001070001311
126,8.3216666666667,14.7636997639348,6.232,7.54767285908776,15.8536666666667,7.09210014311668,4.31633333333336,4.31633333333336,18.696,47.561,12.9490000000001,22.0102118310727
127,4.77268181818182,2.93893010687916,1.85141666666667,1.00258920930889,14.59975,2.58966952915129,1.95708333333334,1.95708333333334,22.217,175.197,23.4850000000001,75.0134862208561
128,6.152,3.00990216894539,6.28000000000004,3.16611606824895,14.6403333333333,2.68414274749978,6.03900000000004,6.03900000000004,18.8400000000001,43.921,18.1170000000001,35.3925429764847
129,5.27607142857146,1.9804813461593,4.938875,1.99817656100354,14.39475,2.601971405049,0.3985,0.3985,39.511,115.158,3.188,86.6949643569676
130,4.20099999999996,2.53607913205221,3.58033333333335,1.84193296576822,14.3803333333333,2.6099899409646,0,0,10.741,43.141,0,41.9842181870889
131,5.27883333333333,1.76907648331723,5.94825,2.59113361502469,14.40975,2.60253542303042,5.41975,5.41975,23.793,57.639,21.679,16.7703053647085
132,NaN,NaN,6.954,2.47871499532077,14.429,2.65141264027103,6.225,6.225,6.954,14.429,6.225,9.71160619507611
133,6.035,0.590019595541631,8.392,4.51876700608201,14.939,3.18015603271166,7.586,7.586,16.784,29.878,15.172,14.275974692055
134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
135,6.72166666666671,4.21615621098383,5.38166666666665,2.6967764384009,14.7463333333333,2.59736181528694,2.24966666666666,2.24966666666666,16.1449999999999,44.239,6.74899999999999,47.5254945705053
136,9.35174074074075,4.62873147455031,2.29910714285714,1.1647720407518,15.7258571428572,2.84026344971919,5.33982142857144,5.33982142857144,64.375,440.324,149.515,115.834254277671
137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
