FID,RL_Eg_m,RL_Eg_s,RL_Cm_m,RL_Cm_s,RL_Ca_m,RL_Cam_s,RL_Ch_m,RL_Ch_s
0,188.493666666667,14.2058669370515,210.519666666667,23.5653711559508,215.910666666667,23.307469759522,215.807666666667,215.807666666667
1,13.447,3.16689441254681,276.042,21.2540342045921,276.042,21.2540342045921,276.042,276.042
2,106.508554116559,16.2237673697816,48.0052765957447,6.27949987073403,73.296255319149,12.1674057414772,69.687340425532,69.687340425532
3,9.65091228070174,2.26294800532976,8.55263157894736,2.19676929248619,16.1251052631579,3.24570197575,9.18168421052631,9.18168421052631
4,8.79334065934067,1.98002945024999,8.18778571428571,2.29648915276238,16.0203571428571,3.26135263154934,8.86471428571429,8.86471428571429
5,9.25685263157898,1.5434283094653,8.47775,1.18805678164658,15.9634,3.294059238427,8.74185,8.74185
6,99.0688,7.31520888719423,54.3999999999999,4.00132749632468,59.5118333333334,4.39347639452787,54.3308333333333,54.3308333333333
7,8.77436257309942,3.744057783562,7.16768421052632,3.1009375370398,16.2454736842105,3.17940494890562,8.87047368421053,8.87047368421053
8,12.6743333333333,3.47000661194328,11.385,3.11442088912489,16.8511428571429,3.34652728623726,11.3558571428571,11.3558571428571
9,43.0086985294118,3.38680602839379,26.805,2.59425422462248,31.8291764705882,3.17085477570164,10.0992941176471,10.0992941176471
10,27.2428374384236,2.16335425788157,16.8529310344827,1.94101462682252,24.9880689655173,3.23401293701424,4.73379310344829,4.73379310344829
11,7.17309010550329,2.11837030534257,4.87479761904762,1.26537478259695,19.180130952381,8.07915043441419,5.23077380952381,5.23077380952381
12,8.41290043290043,3.52577165369646,4.76668181818182,2.45032857482163,19.5540454545455,7.91284629195836,8.46400000000001,8.46400000000001
13,23.9327713248638,10.1589835870194,10.2613620689655,4.74416989241772,26.2078965517242,8.5439647847984,16.9413103448276,16.9413103448276
14,4.26218065433855,2.16824223701651,2.634,1.00928119030193,19.1807105263158,8.07755696388207,5.36760526315789,5.36760526315789
15,5.71875300647547,2.88768170417198,3.54659574468086,1.46937335695744,19.280914893617,8.07259932357696,5.7316595744681,5.7316595744681
16,12.1275333333333,0.897847437421904,17.7549,6.02306843256353,18.5175,5.90540579194755,19.9859,19.9859
17,12.6753,2.21645495839248,17.9564,5.96325913402222,18.6944,5.84684481017191,20.1292,20.1292
18,11.7882046783626,1.21734755222044,17.6981052631579,6.07477237270301,18.4743157894737,5.94681844091752,19.9745789473684,19.9745789473684
19,11.9530357142857,0.950955990365448,17.72975,6.04935665202536,18.49725,5.93257957704218,19.965375,19.965375
20,21.8301966966967,7.083674985072,12.8309189189189,4.00715803368016,19.5628108108108,5.2109845871651,24.1438108108108,24.1438108108108
21,12.1407,0.593857033448432,17.8946,5.96040747745466,18.6108,5.86277882369236,20.0236,20.0236
22,122.45964458036,9.12275611299191,276.042,21.2540342045921,276.042,21.2540342045921,276.042,276.042
23,12.927132198451,2.38144826016116,10.905,1.56502610774892,16.9275740740741,3.32016355876761,9.18815432098766,9.18815432098766
24,35.6089804878049,2.29105886561581,22.7149268292683,1.45346533989372,28.6675365853658,3.27869397961494,21.7572195121951,21.7572195121951
25,113.113944444444,8.32609794132483,67.8575555555555,4.9367537824241,73.8164444444444,5.30723755118853,62.5277777777778,62.5277777777778
26,10.1459380952381,4.12306024419346,9.44816666666667,4.46469915120078,22.108,10.6888120220717,19.1828888888889,19.1828888888889
27,83.2319102564103,6.23470060675387,48.303076923077,3.85588082406023,55.9887692307692,4.24677574641456,48.3573076923077,48.3573076923077
28,8.74980000000003,2.29185012193771,8.89900000000001,2.23884401726532,16.0238333333333,3.29368542353772,5.5045,5.5045
29,10.111,2.82854727372191,8.259,1.83433469786291,15.9605,3.30857014227995,7.403,7.403
30,11.488,4.16115022213464,9.491,2.45915970739327,16.1985,3.35269866500679,5.004,5.004
31,76.7507904761904,5.56434330299469,45.7780666666666,3.42968438740643,51.0068,3.90385371573191,10.1892666666667,10.1892666666667
32,10.4711428571428,2.2917424373041,10.0912142857143,1.97065646686067,16.1792142857143,3.2020270226193,8.94549999999999,8.94549999999999
33,76.2524189723321,6.01794332496474,43.4536956521739,3.591992551743,50.9961304347826,3.95253966318755,5.49069565217391,5.49069565217391
34,7.59830555555552,2.15887037036965,7.37522222222223,2.06543696814392,15.9472222222222,3.29998401877248,1.50277777777778,1.50277777777778
35,10.3208888888889,2.54622533492212,9.35157894736842,2.21805337131186,16.2508947368421,3.1934560196933,4.69905263157895,4.69905263157895
36,10.6699947368421,1.80811673215928,10.1577,2.00306714515215,16.23615,3.22407278497599,8.43699999999999,8.43699999999999
37,68.8126666666667,5.22791116782175,38.8237777777778,3.40724529216415,45.0654444444444,3.65924277681531,37.49,37.49
38,15.7164363636363,10.3318053120272,0,0,20.9429090909091,5.60735212930616,12.065,12.065
39,7.53354970760234,3.09548584115634,6.21399999999998,2.68207681474549,16.1025789473684,3.223451729714,6.01957894736843,6.01957894736843
40,10.4077293447293,2.9656634125565,8.35848148148149,2.37821535033307,16.4664444444444,3.16908952246194,4.33844444444445,4.33844444444445
41,24.8282988505747,12.8323380084126,6.38896666666668,3.40794563779072,23.0559333333333,7.30470359434712,13.4499333333333,13.4499333333333
42,31.361431372549,28.1413483722299,2.89311111111112,1.72340509964522,40.9620555555555,32.6808282960404,35.4041111111112,35.4041111111112
43,6.81492857142854,3.33220526891713,5.964,2.94782015116996,16.20425,3.22916737866892,5.955625,5.955625
44,6.95013333333333,2.86028843644218,6.35186666666664,2.54762726826971,16.1113333333333,3.264436533188,5.92313333333331,5.92313333333331
45,6.10983516483518,2.4375800047247,5.61814285714286,2.42281756707571,16.0098571428572,3.28675938526756,5.55735714285715,5.55735714285715
46,8.27079999999999,4.05445315607904,6.97316666666667,3.29173695350342,16.3631666666667,3.24196155612587,7.14500000000001,7.14500000000001
47,13.102,2.80704034090633,276.042,21.2540342045921,276.042,21.2540342045921,276.042,276.042
48,7.709,5.41605508212877,11.5215,6.41041193146986,17.382,4.01836076319974,11.3645,11.3645
49,3.64861904761903,3.00220410082711,0.88857142857144,0.923938214974571,16.1875714285714,3.29073420456203,5.84900000000001,5.84900000000001
50,11.8035777777778,2.85095974494024,13.0895,5.0957891260154,17.962,3.83384850957813,13.1648,13.1648
51,4.88816483516483,3.48508834398961,2.35814285714286,1.66364223347184,16.1826428571428,3.2086702389709,4.40714285714285,4.40714285714285
52,11.9920606060606,2.39632242099244,10.86525,3.38083470671778,16.8110833333333,3.32526520973952,10.822,10.822
53,8.5945,3.55187618919244,8.82825,3.70273881231343,16.3735,3.33837797702979,8.526,8.526
54,188.296,14.2058114152925,187.626333333334,14.3352628811956,189.560333333334,14.1874231697804,187.596,187.596
55,NaN,NaN,12.792,4.47803403166936,16.989,3.90206421078703,12.747,12.747
56,4.19096428571429,1.91147485534135,4.26775,2.24042785075853,16.0815,3.23373368314918,4.176625,4.176625
57,9.86533333333334,0.848873061395658,12.2856666666666,4.49513820585217,16.891,3.84686389234799,12.2316666666666,12.2316666666666
58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,12.2197333333334,4.08107818205152,11.0528333333333,4.106741282678,17.025,3.24816752322376,11.0333333333333,11.0333333333333
61,12.62,2.00340051253202,276.042,21.2540342045921,276.042,21.2540342045921,276.042,276.042
62,8.105,3.29436303825608,11.5295,3.93590791573192,16.602,3.268375480002,11.5215,11.5215
63,144.307,11.0321632644264,75.852,7.91509600350777,82.67525,6.95730760183611,77.51725,77.51725
64,27.036,14.8464514656237,8.05,3.31956616435333,18.631,4.43283080987634,11.7825,11.7825
